HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.ours,Answer.test1,Approve,Reject
3QMELQS6ZB4KUOQEHUFLAFXC6APR6Y,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3MB8LZR5BMMJDPEK4GHSM6OITSQLKF,A6KOTWP7N7RLU,Approved,Sat Nov 14 22:42:21 PST 2020,Sat Nov 14 22:42:32 PST 2020,Tue Nov 17 22:42:32 PST 2020,Sat Nov 14 23:26:15 PST 2020,,,11,100% (1/1),100% (1/1),100% (1/1),https://github.com/jiangolder/results/blob/master/ho3d/10300.png?raw=true,2,,
3QMELQS6ZB4KUOQEHUFLAFXC6APR6Y,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3QUO65DNQ1H5M6MTBM1MKA1AQOSUO1,A3KU8DC7HJOGCM,Approved,Sat Nov 14 22:37:02 PST 2020,Sat Nov 14 22:38:09 PST 2020,Tue Nov 17 22:38:09 PST 2020,Sat Nov 14 23:26:16 PST 2020,,,67,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/10300.png?raw=true,4,,
3BAWBGQGZRSVRVL09OPNHQMBMRMV7U,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3AUQQEL7UCMKW4JAER9GQV7B6SLV01,A1GMYDH5MKN105,Approved,Sat Nov 14 22:37:57 PST 2020,Sat Nov 14 22:45:37 PST 2020,Tue Nov 17 22:45:37 PST 2020,Sat Nov 14 23:26:16 PST 2020,,,460,100% (32/32),100% (32/32),100% (29/29),https://github.com/jiangolder/results/blob/master/ho3d/10400.png?raw=true,5,,
3BAWBGQGZRSVRVL09OPNHQMBMRMV7U,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3KXIR214IB9SY1399IC70T0DQ6942J,APF4DODEF8HBC,Approved,Sat Nov 14 22:40:57 PST 2020,Sat Nov 14 22:42:17 PST 2020,Tue Nov 17 22:42:17 PST 2020,Sat Nov 14 23:26:16 PST 2020,,,80,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/10400.png?raw=true,4,,
3BAWBGQGZRSVRVL09OPNHQMBMRMV7U,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3WSELTNVRAV1KPD31Y6UEJV3ITITAB,A3KU8DC7HJOGCM,Approved,Sat Nov 14 22:43:37 PST 2020,Sat Nov 14 22:47:46 PST 2020,Tue Nov 17 22:47:46 PST 2020,Sat Nov 14 23:26:16 PST 2020,,,249,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/10400.png?raw=true,4,,
3NFWQRSHWK7PORAB2COD5HWIX0HGFU,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,32EYX73OY728JJE93EIQE56F1BCRU7,A18WFPSLFV4FKY,Approved,Sat Nov 14 22:36:27 PST 2020,Sat Nov 14 22:47:09 PST 2020,Tue Nov 17 22:47:09 PST 2020,Sat Nov 14 23:26:16 PST 2020,,,642,100% (16/16),100% (16/16),100% (15/15),https://github.com/jiangolder/results/blob/master/ho3d/11200.png?raw=true,4,,
3NFWQRSHWK7PORAB2COD5HWIX0HGFU,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,34BBWHLWHH48IO0V8R3II1QLZV4WI7,APF4DODEF8HBC,Approved,Sat Nov 14 22:36:15 PST 2020,Sat Nov 14 22:37:36 PST 2020,Tue Nov 17 22:37:36 PST 2020,Sat Nov 14 23:26:16 PST 2020,,,81,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/11200.png?raw=true,4,,
3NFWQRSHWK7PORAB2COD5HWIX0HGFU,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,369J354OFK3WSIFURLQBZVESWGK6GP,A345TDMHP3DQ3G,Approved,Sat Nov 14 22:42:10 PST 2020,Sat Nov 14 22:42:14 PST 2020,Tue Nov 17 22:42:14 PST 2020,Sat Nov 14 23:26:16 PST 2020,,,4,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/11200.png?raw=true,4,,
3IQ9O0AYXCSD3NY7NKT57XOZ3MHITW,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,39GHHAVOMMKS4X1HG3IZZAMUSHV4J6,A345TDMHP3DQ3G,Approved,Sat Nov 14 22:37:03 PST 2020,Sat Nov 14 22:37:10 PST 2020,Tue Nov 17 22:37:10 PST 2020,Sat Nov 14 23:26:17 PST 2020,,,7,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/11300.png?raw=true,2,,
3IQ9O0AYXCSD3NY7NKT57XOZ3MHITW,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3FUI0JHJP4RW1NGOD4LT9YDZIKD338,A3KU8DC7HJOGCM,Approved,Sat Nov 14 22:38:20 PST 2020,Sat Nov 14 22:42:25 PST 2020,Tue Nov 17 22:42:25 PST 2020,Sat Nov 14 23:26:17 PST 2020,,,245,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/11300.png?raw=true,4,,
3IQ9O0AYXCSD3NY7NKT57XOZ3MHITW,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3STRJBFXO3K7W2MPDPJJ8XYZN5CKTH,A7MD4G0NZCWTK,Approved,Sat Nov 14 22:40:57 PST 2020,Sat Nov 14 22:41:10 PST 2020,Tue Nov 17 22:41:10 PST 2020,Sat Nov 14 23:26:17 PST 2020,,,13,100% (4/4),100% (4/4),100% (4/4),https://github.com/jiangolder/results/blob/master/ho3d/11300.png?raw=true,2,,
3VZYA8PIUUR0BQ61IYM1YDIP1PF05T,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3DH6GAKTY5IY2JK5NW9S3TER6G7YZ6,A345TDMHP3DQ3G,Approved,Sat Nov 14 22:43:47 PST 2020,Sat Nov 14 22:43:53 PST 2020,Tue Nov 17 22:43:53 PST 2020,Sat Nov 14 23:26:17 PST 2020,,,6,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/11400.png?raw=true,4,,
3VZYA8PIUUR0BQ61IYM1YDIP1PF05T,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3FFJ6VRIL8HFAYZAFKAXB6HHYQQI0S,APF4DODEF8HBC,Approved,Sat Nov 14 22:45:11 PST 2020,Sat Nov 14 22:46:38 PST 2020,Tue Nov 17 22:46:38 PST 2020,Sat Nov 14 23:26:17 PST 2020,,,87,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/11400.png?raw=true,5,,
3VZYA8PIUUR0BQ61IYM1YDIP1PF05T,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3LOZAJ85YK6JW3RJTTECX4XBJ1EX2R,A1GMYDH5MKN105,Approved,Sat Nov 14 22:45:38 PST 2020,Sat Nov 14 22:53:53 PST 2020,Tue Nov 17 22:53:53 PST 2020,Sat Nov 14 23:26:17 PST 2020,,,495,100% (32/32),100% (32/32),100% (29/29),https://github.com/jiangolder/results/blob/master/ho3d/11400.png?raw=true,4,,
3D1TUISJXOTS30DWNPJFCTA1M0OIUN,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,37ZHEEHM63FE26HBFGOJMFPFNMZ73H,APF4DODEF8HBC,Approved,Sat Nov 14 22:36:51 PST 2020,Sat Nov 14 22:40:23 PST 2020,Tue Nov 17 22:40:23 PST 2020,Sat Nov 14 23:26:18 PST 2020,,,212,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/12500.png?raw=true,5,,
3D1TUISJXOTS30DWNPJFCTA1M0OIUN,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3OF2M9AATNH3IEVOJH81ULZG81YZKC,A3KU8DC7HJOGCM,Approved,Sat Nov 14 22:44:52 PST 2020,Sat Nov 14 22:48:50 PST 2020,Tue Nov 17 22:48:50 PST 2020,Sat Nov 14 23:26:18 PST 2020,,,238,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/12500.png?raw=true,4,,
3D1TUISJXOTS30DWNPJFCTA1M0OIUN,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3QAPZX2QNB6BZDL8QHP5OQA09UT02Z,A345TDMHP3DQ3G,Approved,Sat Nov 14 22:38:15 PST 2020,Sat Nov 14 22:38:23 PST 2020,Tue Nov 17 22:38:23 PST 2020,Sat Nov 14 23:26:18 PST 2020,,,8,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/12500.png?raw=true,2,,
37Y5RYYI1VY9EIANX6OG02FSPG7XSM,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,31LM9EDVOSLEQ5BNY8XVYJSUJYQNJK,A1GMYDH5MKN105,Approved,Sat Nov 14 22:46:10 PST 2020,Sat Nov 14 22:54:07 PST 2020,Tue Nov 17 22:54:07 PST 2020,Sat Nov 14 23:26:18 PST 2020,,,477,100% (32/32),100% (32/32),100% (29/29),https://github.com/jiangolder/results/blob/master/ho3d/12600.png?raw=true,4,,
37Y5RYYI1VY9EIANX6OG02FSPG7XSM,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3A4TN5196RBZ8VJ6LILW6VI3728HCR,A3KU8DC7HJOGCM,Approved,Sat Nov 14 22:43:30 PST 2020,Sat Nov 14 22:46:40 PST 2020,Tue Nov 17 22:46:40 PST 2020,Sat Nov 14 23:26:18 PST 2020,,,190,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/12600.png?raw=true,4,,
37Y5RYYI1VY9EIANX6OG02FSPG7XSM,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3NPI0JQDAVY87TJ5QHOR4EKYHFITPR,APF4DODEF8HBC,Approved,Sat Nov 14 22:44:33 PST 2020,Sat Nov 14 22:46:09 PST 2020,Tue Nov 17 22:46:09 PST 2020,Sat Nov 14 23:26:18 PST 2020,,,96,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/12600.png?raw=true,4,,
3ZTE0JGGDKL6DS7ZZTBK2KKHR9GOCE,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,35DR22AR5KD8HLN2XTSHGE23PFE3X8,APF4DODEF8HBC,Approved,Sat Nov 14 22:40:51 PST 2020,Sat Nov 14 22:42:06 PST 2020,Tue Nov 17 22:42:06 PST 2020,Sat Nov 14 23:26:19 PST 2020,,,75,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/12900.png?raw=true,4,,
3ZTE0JGGDKL6DS7ZZTBK2KKHR9GOCE,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,384PI804XZU44C26KW4BF8N47OS0S2,A345TDMHP3DQ3G,Approved,Sat Nov 14 22:40:17 PST 2020,Sat Nov 14 22:40:29 PST 2020,Tue Nov 17 22:40:29 PST 2020,Sat Nov 14 23:26:19 PST 2020,,,12,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/12900.png?raw=true,4,,
3ZTE0JGGDKL6DS7ZZTBK2KKHR9GOCE,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3EJPLAJKET9WJZAZHDE0K2UY76E6ZE,A18WFPSLFV4FKY,Approved,Sat Nov 14 22:36:38 PST 2020,Sat Nov 14 22:40:34 PST 2020,Tue Nov 17 22:40:34 PST 2020,Sat Nov 14 23:26:19 PST 2020,,,236,100% (16/16),100% (16/16),100% (15/15),https://github.com/jiangolder/results/blob/master/ho3d/12900.png?raw=true,4,,
3OLZC0DJ9P8SGF2WSFTK8FCK07XIVC,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,35L9RVQFCVBVUP06796W0149E2FHU1,APF4DODEF8HBC,Approved,Sat Nov 14 22:44:20 PST 2020,Sat Nov 14 22:45:48 PST 2020,Tue Nov 17 22:45:48 PST 2020,Sat Nov 14 23:26:19 PST 2020,,,88,100% (55/55),100% (55/55),100% (54/54),https://github.com/jiangolder/results/blob/master/ho3d/13400.png?raw=true,4,,
3OLZC0DJ9P8SGF2WSFTK8FCK07XIVC,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3MHW492WW76HZIQH3WWEOSEO9VNMV4,A345TDMHP3DQ3G,Approved,Sat Nov 14 22:44:23 PST 2020,Sat Nov 14 22:44:27 PST 2020,Tue Nov 17 22:44:27 PST 2020,Sat Nov 14 23:26:19 PST 2020,,,4,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/13400.png?raw=true,3,,
3OLZC0DJ9P8SGF2WSFTK8FCK07XIVC,3831ZVZNKKPHYCA5KY2RAL41IM5Y5I,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.01 ,Sat Nov 14 22:35:13 PST 2020,3,BatchId:4251306;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 22:35:13 PST 2020,,,3TU5ZICBRKUA9LSWNWSLDNEL8YIQ8P,A3KU8DC7HJOGCM,Approved,Sat Nov 14 22:37:38 PST 2020,Sat Nov 14 22:40:37 PST 2020,Tue Nov 17 22:40:37 PST 2020,Sat Nov 14 23:26:19 PST 2020,,,179,100% (11/11),100% (11/11),100% (11/11),https://github.com/jiangolder/results/blob/master/ho3d/13400.png?raw=true,4,,
