HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.ours,Answer.test1,Approve,Reject
3UUIU9GZDBY1RZ3SG0ABIOKUY0A5T8,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3VNL7UK1XMCWGGUBCESMSK6UF8ITF9,A1LGWK9G8F9P6T,Approved,Sat Nov 14 19:04:25 PST 2020,Sat Nov 14 19:04:36 PST 2020,Tue Nov 17 19:04:36 PST 2020,Sat Nov 14 19:49:09 PST 2020,,,11,100% (29/29),100% (29/29),100% (29/29),https://github.com/jiangolder/results/blob/master/obman/102.png?raw=true,4,,
3UUIU9GZDBY1RZ3SG0ABIOKUY0A5T8,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3XIQGXAUMJ1QI4OPZ5V7TVEJUGO7X3,A2ZPO9BRC2YQY0,Approved,Sat Nov 14 19:05:59 PST 2020,Sat Nov 14 19:13:57 PST 2020,Tue Nov 17 19:13:57 PST 2020,Sat Nov 14 19:49:09 PST 2020,,,478,100% (23/23),100% (23/23),100% (23/23),https://github.com/jiangolder/results/blob/master/obman/102.png?raw=true,5,,
3L55D8AUGGQI76B15GKI4BIJ5JDYCX,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3H0W84IWBRVRUNHNDE3LANKCFM6REC,A12TSLY8GXWHB4,Approved,Sat Nov 14 19:04:32 PST 2020,Sat Nov 14 19:04:39 PST 2020,Tue Nov 17 19:04:39 PST 2020,Sat Nov 14 19:49:09 PST 2020,,,7,100% (10/10),100% (10/10),100% (10/10),https://github.com/jiangolder/results/blob/master/obman/105.png?raw=true,4,,
3L55D8AUGGQI76B15GKI4BIJ5JDYCX,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3NAPMVF0Z38PHOLSBGAE35KNH7N72S,AYMA9R47TWK1H,Approved,Sat Nov 14 19:04:49 PST 2020,Sat Nov 14 19:05:21 PST 2020,Tue Nov 17 19:05:21 PST 2020,Sat Nov 14 19:49:10 PST 2020,,,32,100% (3/3),100% (3/3),100% (1/1),https://github.com/jiangolder/results/blob/master/obman/105.png?raw=true,4,,
3L55D8AUGGQI76B15GKI4BIJ5JDYCX,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3WYP994K1EKWE90ULRCH6VLW1BY6Y9,ATXUM0GBU5MC8,Approved,Sat Nov 14 19:04:41 PST 2020,Sat Nov 14 19:05:37 PST 2020,Tue Nov 17 19:05:37 PST 2020,Sat Nov 14 19:49:10 PST 2020,,,56,100% (15/15),100% (15/15),100% (11/11),https://github.com/jiangolder/results/blob/master/obman/105.png?raw=true,4,,
341H3G5YG67YI4QQPMTHNHPK2OL0ZY,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,33SA9F9TR4NW2JY9C8DRXMST71LWEK,A1WF1X8PQQJ2OQ,Approved,Sat Nov 14 19:04:55 PST 2020,Sat Nov 14 19:05:30 PST 2020,Tue Nov 17 19:05:30 PST 2020,Sat Nov 14 19:49:10 PST 2020,,,35,100% (25/25),100% (25/25),100% (25/25),https://github.com/jiangolder/results/blob/master/obman/107.png?raw=true,3,,
341H3G5YG67YI4QQPMTHNHPK2OL0ZY,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3IO1LGZLKGQHZ39C8NEN7IXU8WV86X,A1HDYTLK36Y0G5,Approved,Sat Nov 14 19:06:24 PST 2020,Sat Nov 14 19:06:40 PST 2020,Tue Nov 17 19:06:40 PST 2020,Sat Nov 14 19:49:10 PST 2020,,,16,100% (19/19),100% (19/19),100% (14/14),https://github.com/jiangolder/results/blob/master/obman/107.png?raw=true,5,,
341H3G5YG67YI4QQPMTHNHPK2OL0ZY,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3PQ8K71NH4DW5TEUVYFDJE5BU3LAAT,A17QLTKXOMAPP,Approved,Sat Nov 14 19:05:57 PST 2020,Sat Nov 14 19:06:07 PST 2020,Tue Nov 17 19:06:07 PST 2020,Sat Nov 14 19:49:10 PST 2020,,,10,100% (14/14),100% (14/14),100% (14/14),https://github.com/jiangolder/results/blob/master/obman/107.png?raw=true,5,,
37NXA7GVTZZU6GA2DIQX0V4CHBPVL1,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,35GMH2SV3LAOXAP7LMMHGSF74ZNEOR,A1LGWK9G8F9P6T,Approved,Sat Nov 14 19:06:02 PST 2020,Sat Nov 14 19:06:09 PST 2020,Tue Nov 17 19:06:09 PST 2020,Sat Nov 14 19:49:10 PST 2020,,,7,100% (29/29),100% (29/29),100% (29/29),https://github.com/jiangolder/results/blob/master/obman/108.png?raw=true,2,,
37NXA7GVTZZU6GA2DIQX0V4CHBPVL1,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3KGTPGBS64ERFZXOOO3PDXY7PIKU2H,A17QLTKXOMAPP,Approved,Sat Nov 14 19:05:44 PST 2020,Sat Nov 14 19:05:56 PST 2020,Tue Nov 17 19:05:56 PST 2020,Sat Nov 14 19:49:11 PST 2020,,,12,100% (14/14),100% (14/14),100% (14/14),https://github.com/jiangolder/results/blob/master/obman/108.png?raw=true,5,,
37NXA7GVTZZU6GA2DIQX0V4CHBPVL1,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3XUHV3NRVRRE9AAR68YOSPCTFKA5HT,A2ZPO9BRC2YQY0,Approved,Sat Nov 14 19:06:28 PST 2020,Sat Nov 14 19:17:03 PST 2020,Tue Nov 17 19:17:03 PST 2020,Sat Nov 14 19:49:11 PST 2020,,,635,100% (23/23),100% (23/23),100% (23/23),https://github.com/jiangolder/results/blob/master/obman/108.png?raw=true,5,,
3LAZVA75OOKTFAFX20MEQ7BVFI1O23,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,32VNZTT0AEX92LKUO8R8118L2XD4RK,A1AH7GKZ0LOOQ6,Approved,Sat Nov 14 19:05:30 PST 2020,Sat Nov 14 19:05:59 PST 2020,Tue Nov 17 19:05:59 PST 2020,Sat Nov 14 19:49:11 PST 2020,,,29,100% (6/6),100% (6/6),100% (6/6),https://github.com/jiangolder/results/blob/master/obman/11.png?raw=true,4,,
3LAZVA75OOKTFAFX20MEQ7BVFI1O23,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3I33IC7ZWMV70QJQIJMYDWMDIFT2AE,A3CDU02DQNJEN3,Approved,Sat Nov 14 19:06:31 PST 2020,Sat Nov 14 19:07:05 PST 2020,Tue Nov 17 19:07:05 PST 2020,Sat Nov 14 19:49:11 PST 2020,,,34,100% (2/2),100% (2/2),100% (2/2),https://github.com/jiangolder/results/blob/master/obman/11.png?raw=true,3,,
3LAZVA75OOKTFAFX20MEQ7BVFI1O23,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3JNQLM5FTBFOW9AUFABOMA2OCRS2LW,AVMB0ULVRSMSK,Approved,Sat Nov 14 19:06:49 PST 2020,Sat Nov 14 19:26:43 PST 2020,Tue Nov 17 19:26:43 PST 2020,Sat Nov 14 19:49:11 PST 2020,,,1194,100% (31/31),100% (31/31),100% (31/31),https://github.com/jiangolder/results/blob/master/obman/11.png?raw=true,5,,
3P520RYKDNZGRCIHG50LNK6WHEH5UZ,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3HWRJOOETCV3V2H0S33Q0XP81OQESO,AGFVHP2FB2GPU,Approved,Sat Nov 14 19:06:18 PST 2020,Sat Nov 14 19:06:35 PST 2020,Tue Nov 17 19:06:35 PST 2020,Sat Nov 14 19:49:11 PST 2020,,,17,100% (12/12),100% (12/12),100% (12/12),https://github.com/jiangolder/results/blob/master/obman/110.png?raw=true,4,,
3P520RYKDNZGRCIHG50LNK6WHEH5UZ,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3RSDURM96HF0ROT9R9VFIJD9I9MEY2,A17QLTKXOMAPP,Approved,Sat Nov 14 19:06:44 PST 2020,Sat Nov 14 19:06:56 PST 2020,Tue Nov 17 19:06:56 PST 2020,Sat Nov 14 19:49:12 PST 2020,,,12,100% (14/14),100% (14/14),100% (14/14),https://github.com/jiangolder/results/blob/master/obman/110.png?raw=true,5,,
3P520RYKDNZGRCIHG50LNK6WHEH5UZ,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:34 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:34 PST 2020,,,3XIQGXAUMJ1QI4OPZ5V7TVEJUGNX7S,AO7D2ISPG86RL,Approved,Sat Nov 14 19:06:05 PST 2020,Sat Nov 14 19:06:22 PST 2020,Tue Nov 17 19:06:22 PST 2020,Sat Nov 14 19:49:12 PST 2020,,,17,100% (4/4),100% (4/4),100% (4/4),https://github.com/jiangolder/results/blob/master/obman/110.png?raw=true,4,,
35ZRNT9RVORI0SBG600J9HGNLW1O3E,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3P4RDNWNDCZMC40W1SK3TBWDXYKJIM,A1EHP8HYCUPRJ9,Approved,Sat Nov 14 19:06:13 PST 2020,Sat Nov 14 19:07:01 PST 2020,Tue Nov 17 19:07:01 PST 2020,Sat Nov 14 19:49:12 PST 2020,,,48,100% (1/1),100% (1/1),100% (1/1),https://github.com/jiangolder/results/blob/master/obman/114.png?raw=true,3,,
35ZRNT9RVORI0SBG600J9HGNLW1O3E,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3PXX5PX6L4R1O3JM1CF9EPPHCL6ABO,A2KYIJW5XVNUHE,Approved,Sat Nov 14 19:06:07 PST 2020,Sat Nov 14 19:07:48 PST 2020,Tue Nov 17 19:07:48 PST 2020,Sat Nov 14 19:49:12 PST 2020,,,101,100% (8/8),100% (8/8),100% (8/8),https://github.com/jiangolder/results/blob/master/obman/114.png?raw=true,3,,
35ZRNT9RVORI0SBG600J9HGNLW1O3E,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3VP0C6EFSNPWKSBG2OO6C0YPS1K6MJ,A2D0AXWV0BXA7P,Approved,Sat Nov 14 19:04:29 PST 2020,Sat Nov 14 19:04:37 PST 2020,Tue Nov 17 19:04:37 PST 2020,Sat Nov 14 19:49:12 PST 2020,,,8,100% (10/10),100% (10/10),100% (10/10),https://github.com/jiangolder/results/blob/master/obman/114.png?raw=true,3,,
30P8I9JKPOEG4R7HLVAQJ68FVLQ5VO,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3M23Y66PO90ZINOLMLKSO9XVKQ26SV,A1LGWK9G8F9P6T,Approved,Sat Nov 14 19:04:37 PST 2020,Sat Nov 14 19:04:42 PST 2020,Tue Nov 17 19:04:42 PST 2020,Sat Nov 14 19:49:12 PST 2020,,,5,100% (29/29),100% (29/29),100% (29/29),https://github.com/jiangolder/results/blob/master/obman/116.png?raw=true,3,,
30P8I9JKPOEG4R7HLVAQJ68FVLQ5VO,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3RJSC4XJ17N3YA4V80R3MXDCT3850R,A12TSLY8GXWHB4,Approved,Sat Nov 14 19:05:45 PST 2020,Sat Nov 14 19:06:00 PST 2020,Tue Nov 17 19:06:00 PST 2020,Sat Nov 14 19:49:13 PST 2020,,,15,100% (10/10),100% (10/10),100% (10/10),https://github.com/jiangolder/results/blob/master/obman/116.png?raw=true,2,,
30P8I9JKPOEG4R7HLVAQJ68FVLQ5VO,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3V5Q80FXI4K7G5K5947OQO87C5123I,A1WF1X8PQQJ2OQ,Approved,Sat Nov 14 19:06:20 PST 2020,Sat Nov 14 19:06:33 PST 2020,Tue Nov 17 19:06:33 PST 2020,Sat Nov 14 19:49:13 PST 2020,,,13,100% (25/25),100% (25/25),100% (25/25),https://github.com/jiangolder/results/blob/master/obman/116.png?raw=true,2,,
3QX22DUVPUAECYSNDURC08J1HGFVM3,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,33F859I56D6GYQR07IP1VBCLPGWBH0,A1LGWK9G8F9P6T,Approved,Sat Nov 14 19:04:48 PST 2020,Sat Nov 14 19:04:56 PST 2020,Tue Nov 17 19:04:56 PST 2020,Sat Nov 14 19:49:13 PST 2020,,,8,100% (29/29),100% (29/29),100% (29/29),https://github.com/jiangolder/results/blob/master/obman/119.png?raw=true,4,,
3QX22DUVPUAECYSNDURC08J1HGFVM3,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3XXU1SWE8TO04GGC3WIKU8TYLH9A02,A1WF1X8PQQJ2OQ,Approved,Sat Nov 14 19:05:36 PST 2020,Sat Nov 14 19:05:52 PST 2020,Tue Nov 17 19:05:52 PST 2020,Sat Nov 14 19:49:13 PST 2020,,,16,100% (25/25),100% (25/25),100% (25/25),https://github.com/jiangolder/results/blob/master/obman/119.png?raw=true,4,,
3QX22DUVPUAECYSNDURC08J1HGFVM3,3EXOM20K1U2NPYI4TB68XUBPEH35PW,Answer a survey about your opinions,Give us your opinion about these human grasp in the image,survey,$0.03 ,Sat Nov 14 19:02:35 PST 2020,3,BatchId:4251231;OriginalHitTemplateId:928390912;,1800,259200,Tue Nov 17 19:02:35 PST 2020,,,3ZQIG0FLQL9D4UKV7Y21XQGF7WOWVQ,AOVWFZPOQ1J57,Approved,Sat Nov 14 19:05:39 PST 2020,Sat Nov 14 19:07:06 PST 2020,Tue Nov 17 19:07:06 PST 2020,Sat Nov 14 19:49:13 PST 2020,,,87,100% (33/33),100% (33/33),100% (33/33),https://github.com/jiangolder/results/blob/master/obman/119.png?raw=true,4,,
